shipment_id,origin_country,destination_country,transport_mode,rfq_sent_at,quote_received_at,customs_status,supplier_id,supplier_compliance_flag,fulfilment_status,quote_response_hours
SHP-001034,Westhaven,Centralia,road,2026-03-08 09:56:55,2026-03-08 20:49:07,pending,SUP-0258,True,on_time,10.87
SHP-001035,Eastoria,Northland,sea,2026-04-19 11:51:25,2026-04-19 15:53:49,cleared,SUP-0075,True,on_time,4.04
SHP-001036,Southport,Highmere,sea,2025-11-26 11:54:28,2025-11-27 21:05:52,cleared,SUP-0119,True,on_time,33.19
SHP-001037,Northland,Westhaven,air,2026-01-24 22:35:55,2026-01-25 14:24:31,cleared,SUP-0180,True,on_time,15.81
SHP-001038,Northland,Lowvale,road,2026-03-01 23:17:05,2026-03-02 00:17:41,cleared,SUP-0242,True,on_time,1.01
SHP-001039,Lowvale,Eastoria,sea,2026-02-09 16:53:53,2026-02-10 15:42:29,cleared,SUP-0343,True,on_time,22.81
SHP-001040,Eastoria,Westhaven,road,2026-03-26 23:25:29,2026-03-27 17:28:29,cleared,SUP-0310,True,on_time,18.05
SHP-001041,Westhaven,Northland,air,2026-01-29 11:29:50,2026-01-29 14:30:26,cleared,SUP-0062,True,failed,3.01
SHP-001042,Westhaven,Northland,air,2025-12-01 21:52:25,2025-12-02 09:07:25,cleared,SUP-0176,True,on_time,11.25
SHP-001043,Westhaven,Southport,sea,2026-02-24 18:27:36,2026-02-24 22:59:24,cleared,SUP-0130,True,on_time,4.53
SHP-001044,Highmere,Lowvale,air,2026-03-24 06:16:56,2026-03-25 17:06:08,cleared,SUP-0248,True,late,34.82
SHP-001045,Northland,Eastoria,sea,2026-01-23 18:45:52,2026-01-24 02:04:28,delayed,SUP-0032,True,on_time,7.31
SHP-001046,Lowvale,Centralia,rail,2025-11-20 23:28:30,2025-11-21 12:43:30,cleared,SUP-0261,True,on_time,13.25
SHP-001047,Lowvale,Northland,air,2026-05-02 11:49:16,2026-05-02 17:34:52,cleared,SUP-0005,True,late,5.76
SHP-001048,Rivermark,Eastoria,sea,2026-02-08 02:07:39,2026-02-08 19:41:51,cleared,SUP-0138,True,on_time,17.57
SHP-001049,Northland,Lowvale,air,2026-04-27 04:51:06,2026-04-27 12:33:42,pending,SUP-0069,True,late,7.71
SHP-001050,Westhaven,Northland,air,2026-02-21 17:01:02,2026-02-24 03:10:38,cleared,SUP-0310,False,on_time,58.16
SHP-001051,Centralia,Highmere,sea,2025-12-09 00:21:31,2025-12-09 10:44:55,rejected,SUP-0321,True,late,10.39
SHP-001052,Westhaven,Eastoria,rail,2026-02-10 16:52:38,2026-02-11 00:18:26,cleared,SUP-0299,True,on_time,7.43
SHP-001053,Lowvale,Highmere,road,2026-01-27 20:25:49,2026-01-30 08:51:37,cleared,SUP-0227,True,on_time,60.43
SHP-001054,Lowvale,Highmere,sea,2026-03-21 22:33:11,2026-03-22 04:52:59,cleared,SUP-0246,True,on_time,6.33
SHP-001055,Eastoria,Highmere,sea,2026-05-10 15:33:09,2026-05-10 20:36:09,cleared,SUP-0332,True,on_time,5.05
SHP-001056,Eastoria,Southport,air,2026-04-28 10:34:04,2026-04-29 03:22:40,cleared,SUP-0126,True,on_time,16.81
SHP-001057,Lowvale,Highmere,road,2026-02-15 19:03:09,2026-02-16 08:10:21,cleared,SUP-0052,True,on_time,13.12
SHP-001058,Northland,Southport,air,2026-04-04 20:48:32,2026-04-05 12:37:44,pending,SUP-0138,True,on_time,15.82
SHP-001059,Northland,Rivermark,air,2025-12-18 05:30:08,2025-12-18 06:43:20,cleared,SUP-0174,True,on_time,1.22
SHP-001060,Eastoria,Centralia,road,2026-02-11 02:01:44,2026-02-11 15:58:44,cleared,SUP-0246,True,on_time,13.95
SHP-001061,Centralia,Rivermark,air,2025-12-22 17:22:10,2025-12-22 21:11:58,cleared,SUP-0053,True,late,3.83
SHP-001062,Eastoria,Southport,sea,2026-04-10 00:14:45,2026-04-10 06:24:21,cleared,SUP-0336,True,late,6.16
SHP-001063,Lowvale,Northland,sea,2026-02-27 20:01:40,2026-02-28 13:28:04,rejected,SUP-0115,True,failed,17.44
SHP-001064,Highmere,Eastoria,rail,2026-03-24 19:51:47,2026-03-25 04:32:35,delayed,SUP-0023,True,on_time,8.68
SHP-001065,Highmere,Southport,rail,2026-01-09 23:11:13,2026-01-10 15:49:01,cleared,SUP-0320,True,on_time,16.63
SHP-001066,Southport,Westhaven,rail,2026-03-18 02:52:17,2026-03-18 15:21:05,pending,SUP-0040,True,late,12.48
SHP-001067,Eastoria,Southport,sea,2026-04-24 10:59:35,2026-04-24 15:21:47,cleared,SUP-0245,True,on_time,4.37
SHP-001068,Lowvale,Northland,sea,2026-05-16 02:14:27,2026-05-18 15:40:51,cleared,SUP-0198,True,on_time,61.44
SHP-001069,Rivermark,Lowvale,road,2026-03-03 00:34:46,2026-03-03 11:05:58,cleared,SUP-0335,False,on_time,10.52
SHP-001070,Rivermark,Centralia,road,2026-04-17 22:36:09,2026-04-18 10:55:57,cleared,SUP-0298,True,on_time,12.33
SHP-001071,Westhaven,Northland,sea,2026-02-20 09:46:25,2026-02-20 16:11:01,pending,SUP-0186,True,failed,6.41
SHP-001072,Southport,Rivermark,road,2026-02-16 18:58:50,2026-02-17 04:00:38,pending,SUP-0072,True,on_time,9.03
SHP-001073,Lowvale,Northland,road,2026-02-11 02:26:10,2026-02-11 22:28:34,cleared,SUP-0074,True,on_time,20.04
SHP-001074,Lowvale,Highmere,road,2026-04-27 20:42:50,2026-04-28 13:50:38,cleared,SUP-0305,True,on_time,17.13
SHP-001075,Highmere,Northland,road,2026-04-09 11:20:27,2026-04-09 17:58:51,pending,SUP-0077,True,on_time,6.64
SHP-001076,Eastoria,Westhaven,sea,2026-03-13 13:38:37,2026-03-14 06:42:49,cleared,SUP-0228,True,on_time,17.07
SHP-001077,Centralia,Lowvale,air,2026-01-09 15:19:32,2026-01-09 17:42:20,cleared,SUP-0258,True,on_time,2.38
SHP-001078,Lowvale,Centralia,road,2026-01-20 02:33:36,2026-01-20 23:42:36,cleared,SUP-0293,True,on_time,21.15
SHP-001079,Lowvale,Northland,road,2026-05-02 21:46:58,2026-05-04 04:22:58,rejected,SUP-0065,True,on_time,30.6
SHP-001080,Northland,Lowvale,rail,2026-01-05 04:36:08,2026-01-05 09:49:20,cleared,SUP-0040,True,on_time,5.22
SHP-001081,Highmere,Westhaven,air,2026-04-28 19:59:56,2026-04-29 06:19:08,pending,SUP-0332,True,on_time,10.32
SHP-001082,Southport,Rivermark,sea,2025-12-05 08:23:25,2025-12-05 23:15:37,cleared,SUP-0084,True,on_time,14.87
SHP-001083,Northland,Highmere,sea,2026-01-11 16:24:42,2026-01-12 00:31:18,delayed,SUP-0124,True,failed,8.11
SHP-001084,Northland,Southport,air,2026-05-08 17:12:39,2026-05-09 12:23:27,cleared,SUP-0159,True,on_time,19.18
SHP-001085,Centralia,Eastoria,road,2026-02-14 01:24:05,2026-02-17 01:27:41,cleared,SUP-0067,True,on_time,72.06
SHP-001086,Lowvale,Centralia,road,2026-01-04 20:59:52,2026-01-06 09:08:16,cleared,SUP-0301,True,on_time,36.14
SHP-001087,Northland,Centralia,air,2026-04-13 05:59:05,2026-04-13 10:28:29,cleared,SUP-0119,True,late,4.49
SHP-001088,Eastoria,Highmere,road,2026-02-16 18:12:37,2026-02-16 22:54:37,cleared,SUP-0334,True,on_time,4.7
SHP-001089,Rivermark,Eastoria,road,2026-03-09 04:12:13,2026-03-09 13:00:13,delayed,SUP-0021,True,on_time,8.8
SHP-001090,Lowvale,Centralia,air,2026-03-17 00:51:49,2026-03-18 00:47:37,cleared,SUP-0322,False,on_time,23.93
SHP-001091,Northland,Highmere,rail,2026-03-28 06:29:45,2026-03-29 03:30:57,pending,SUP-0045,True,on_time,21.02
SHP-001092,Eastoria,Westhaven,road,2026-01-31 02:43:48,2026-02-01 06:41:24,cleared,SUP-0037,True,on_time,27.96
SHP-001093,Centralia,Rivermark,rail,2026-01-22 20:14:01,2026-01-26 19:12:13,cleared,SUP-0072,False,failed,94.97
SHP-001094,Rivermark,Westhaven,sea,2025-11-24 02:15:49,2025-11-24 23:01:25,cleared,SUP-0349,True,on_time,20.76
SHP-001095,Highmere,Centralia,sea,2026-02-22 12:08:49,2026-02-23 04:50:13,pending,SUP-0350,True,failed,16.69
SHP-001096,Northland,Rivermark,road,2026-05-02 18:14:22,2026-05-03 00:52:10,cleared,SUP-0054,True,on_time,6.63
SHP-001097,Lowvale,Rivermark,sea,2026-01-20 15:11:15,2026-01-21 20:37:03,cleared,SUP-0239,True,on_time,29.43
SHP-001098,Rivermark,Northland,rail,2025-12-23 19:56:49,2025-12-24 01:05:49,delayed,SUP-0222,True,on_time,5.15
SHP-001099,Highmere,Southport,road,2026-02-21 04:39:33,2026-02-21 19:33:33,cleared,SUP-0143,True,on_time,14.9
SHP-001100,Rivermark,Centralia,air,2025-12-29 17:03:43,2025-12-29 22:58:19,cleared,SUP-0195,True,late,5.91
SHP-001101,Lowvale,Southport,rail,2026-01-26 10:06:58,2026-01-28 20:26:10,delayed,SUP-0217,True,on_time,58.32
SHP-001102,Southport,Northland,sea,2026-04-22 10:40:48,2026-04-22 17:58:48,cleared,SUP-0215,True,on_time,7.3
SHP-001103,Centralia,Westhaven,sea,2026-01-07 16:31:17,2026-01-07 18:45:41,cleared,SUP-0085,True,late,2.24
SHP-001104,Rivermark,Southport,rail,2026-01-23 14:36:21,2026-01-24 07:26:45,cleared,SUP-0293,True,on_time,16.84
SHP-001105,Westhaven,Highmere,air,2026-01-11 19:48:53,2026-01-12 12:10:29,cleared,SUP-0163,True,late,16.36
SHP-001106,Eastoria,Rivermark,rail,2026-05-08 11:06:01,2026-05-08 19:22:49,cleared,SUP-0267,True,failed,8.28
SHP-001107,Eastoria,Highmere,air,2026-03-14 06:47:44,2026-03-14 22:29:44,cleared,SUP-0097,True,on_time,15.7
SHP-001108,Eastoria,Southport,rail,2026-04-03 16:15:54,2026-04-03 22:14:06,rejected,SUP-0296,False,on_time,5.97
SHP-001109,Highmere,Centralia,road,2026-05-08 10:06:34,2026-05-09 07:43:46,cleared,SUP-0256,True,on_time,21.62
SHP-001110,Lowvale,Westhaven,road,2026-01-11 04:01:00,2026-01-12 00:04:00,pending,SUP-0059,False,on_time,20.05
SHP-001111,Highmere,Centralia,sea,2026-03-06 10:41:09,2026-03-07 01:21:57,cleared,SUP-0338,True,on_time,14.68
SHP-001112,Centralia,Rivermark,air,2025-11-20 11:49:10,2025-11-21 10:23:22,cleared,SUP-0054,True,on_time,22.57
SHP-001113,Lowvale,Centralia,rail,2026-02-26 20:10:09,2026-02-27 14:25:09,cleared,SUP-0228,True,late,18.25
SHP-001114,Centralia,Rivermark,sea,2025-12-25 14:53:57,2025-12-26 20:03:33,cleared,SUP-0101,True,failed,29.16
SHP-001115,Highmere,Westhaven,rail,2025-12-05 03:29:50,2025-12-08 23:22:38,cleared,SUP-0203,True,on_time,91.88
SHP-001116,Westhaven,Lowvale,sea,2026-01-04 09:18:45,2026-01-04 16:28:21,pending,SUP-0213,True,on_time,7.16
SHP-001117,Lowvale,Rivermark,sea,2026-04-07 08:18:11,2026-04-07 09:54:11,pending,SUP-0308,True,on_time,1.6
SHP-001118,Lowvale,Southport,road,2026-02-05 10:36:15,2026-02-06 09:59:39,cleared,SUP-0027,True,on_time,23.39
SHP-001119,Eastoria,Lowvale,air,2026-02-21 09:26:59,2026-02-22 18:52:47,delayed,SUP-0265,True,on_time,33.43
SHP-001120,Eastoria,Rivermark,sea,2026-03-06 07:49:14,2026-03-06 23:20:26,pending,SUP-0134,True,on_time,15.52
SHP-001121,Highmere,Westhaven,air,2026-04-14 17:48:55,2026-04-14 20:57:55,pending,SUP-0079,True,on_time,3.15
SHP-001122,Southport,Lowvale,air,2026-01-04 04:30:09,2026-01-04 06:04:57,cleared,SUP-0324,True,on_time,1.58
SHP-001123,Westhaven,Southport,road,2026-04-01 14:59:05,2026-04-02 04:17:41,pending,SUP-0194,True,on_time,13.31
SHP-001124,Centralia,Northland,road,2026-02-18 23:15:59,2026-02-19 03:34:35,cleared,SUP-0053,True,late,4.31
SHP-001125,Southport,Eastoria,air,2026-03-23 22:38:15,2026-03-24 06:08:15,cleared,SUP-0186,False,on_time,7.5
SHP-001126,Southport,Northland,sea,2026-04-05 17:56:16,2026-04-05 19:26:52,cleared,SUP-0108,True,on_time,1.51
SHP-001127,Highmere,Southport,air,2026-02-21 19:54:18,2026-02-22 07:16:30,cleared,SUP-0092,True,on_time,11.37
SHP-001128,Northland,Westhaven,sea,2026-02-13 13:09:24,2026-02-13 22:02:12,cleared,SUP-0280,True,on_time,8.88
SHP-001129,Centralia,Northland,road,2026-04-21 11:50:49,2026-04-22 16:33:25,cleared,SUP-0079,True,on_time,28.71
SHP-001130,Westhaven,Northland,road,2025-11-21 20:52:16,2025-11-22 01:03:40,delayed,SUP-0138,True,on_time,4.19
SHP-001131,Southport,Westhaven,sea,2025-12-06 14:10:19,2025-12-07 03:51:07,pending,SUP-0224,True,on_time,13.68
SHP-001132,Westhaven,Rivermark,rail,2026-01-14 15:44:56,2026-01-14 21:17:56,cleared,SUP-0202,True,late,5.55
SHP-001133,Centralia,Lowvale,sea,2025-12-31 13:13:33,2025-12-31 18:57:21,pending,SUP-0217,True,on_time,5.73
SHP-001134,Highmere,Westhaven,sea,2026-02-05 01:09:28,2026-02-05 16:07:40,cleared,SUP-0324,True,on_time,14.97
SHP-001135,Northland,Centralia,sea,2026-04-01 20:28:25,2026-04-04 08:41:37,pending,SUP-0331,False,on_time,60.22
SHP-001136,Lowvale,Eastoria,sea,2026-01-04 18:23:46,2026-01-04 23:32:10,cleared,SUP-0126,True,on_time,5.14
SHP-001137,Highmere,Northland,sea,2026-01-16 23:32:07,2026-01-17 07:45:55,cleared,SUP-0169,True,on_time,8.23
SHP-001138,Highmere,Westhaven,sea,2026-03-27 10:47:23,2026-03-29 00:18:35,cleared,SUP-0112,True,on_time,37.52
SHP-001139,Southport,Lowvale,road,2026-03-11 10:45:26,2026-03-12 02:37:02,cleared,SUP-0164,True,on_time,15.86
SHP-001140,Rivermark,Westhaven,air,2026-01-29 04:16:18,2026-01-30 04:03:06,cleared,SUP-0308,True,on_time,23.78
SHP-001141,Northland,Rivermark,road,2026-02-18 10:03:56,2026-02-19 01:51:56,cleared,SUP-0237,True,late,15.8
SHP-001142,Lowvale,Centralia,air,2026-03-05 23:52:58,2026-03-06 13:09:10,cleared,SUP-0036,True,late,13.27
SHP-001143,Lowvale,Rivermark,sea,2026-03-01 14:47:14,2026-03-01 22:06:26,cleared,SUP-0161,True,on_time,7.32
SHP-001144,Centralia,Rivermark,road,2026-01-24 06:32:15,2026-01-24 17:59:51,delayed,SUP-0192,False,on_time,11.46
SHP-001145,Westhaven,Northland,rail,2026-02-09 03:30:12,2026-02-09 04:44:36,pending,SUP-0224,True,on_time,1.24
SHP-001146,Highmere,Northland,rail,2026-04-12 08:49:22,2026-04-12 22:10:58,pending,SUP-0133,True,on_time,13.36
SHP-001147,Northland,Westhaven,road,2026-03-05 09:30:29,2026-03-07 13:11:53,pending,SUP-0195,True,on_time,51.69
SHP-001148,Eastoria,Westhaven,rail,2026-01-21 18:06:40,2026-01-21 21:52:16,cleared,SUP-0212,True,on_time,3.76
SHP-001149,Westhaven,Eastoria,sea,2026-01-25 20:04:04,2026-01-26 12:16:40,cleared,SUP-0116,True,on_time,16.21
SHP-001150,Southport,Eastoria,road,2026-04-04 00:03:12,2026-04-04 20:16:24,cleared,SUP-0106,True,on_time,20.22
SHP-001151,Rivermark,Southport,sea,2026-02-14 15:07:05,2026-02-14 16:25:05,cleared,SUP-0250,True,on_time,1.3
SHP-001152,Highmere,Westhaven,road,2026-01-10 03:04:26,2026-01-10 11:14:38,pending,SUP-0055,False,on_time,8.17
SHP-001153,Highmere,Centralia,road,2026-01-17 01:28:43,2026-01-17 12:53:19,pending,SUP-0097,True,on_time,11.41
SHP-001154,Centralia,Northland,air,2026-01-06 08:08:16,2026-01-09 11:53:16,pending,SUP-0057,True,late,75.75
SHP-001155,Eastoria,Highmere,sea,2026-01-02 06:53:49,2026-01-02 18:50:49,cleared,SUP-0282,True,on_time,11.95
SHP-001156,Eastoria,Westhaven,air,2025-12-11 22:48:32,2025-12-12 09:43:08,cleared,SUP-0051,True,on_time,10.91
SHP-001157,Lowvale,Southport,road,2026-04-07 13:56:26,2026-04-07 19:18:02,cleared,SUP-0253,True,on_time,5.36
SHP-001158,Northland,Eastoria,air,2025-12-25 22:01:11,2025-12-26 21:04:47,delayed,SUP-0295,True,on_time,23.06
SHP-001159,Southport,Lowvale,road,2026-01-18 19:04:19,2026-01-19 16:22:19,cleared,SUP-0052,True,late,21.3
SHP-001160,Centralia,Southport,sea,2025-12-11 17:40:38,2025-12-11 22:36:26,cleared,SUP-0306,True,on_time,4.93
SHP-001161,Eastoria,Centralia,road,2026-04-11 18:35:19,2026-04-12 11:41:55,pending,SUP-0123,True,on_time,17.11
SHP-001162,Eastoria,Southport,rail,2026-03-02 13:49:08,2026-03-03 11:31:08,cleared,SUP-0220,True,on_time,21.7
SHP-001163,Centralia,Rivermark,road,2026-04-15 12:34:22,2026-04-16 16:45:10,cleared,SUP-0243,True,on_time,28.18
SHP-001164,Westhaven,Northland,road,2026-04-01 12:54:26,2026-04-01 14:56:50,rejected,SUP-0117,True,on_time,2.04
SHP-001165,Eastoria,Rivermark,road,2025-12-24 11:22:21,2025-12-24 14:40:21,cleared,SUP-0180,False,on_time,3.3
SHP-001166,Rivermark,Lowvale,sea,2025-12-25 17:09:27,2025-12-26 04:42:27,cleared,SUP-0266,True,late,11.55
SHP-001167,Rivermark,Highmere,road,2025-12-30 12:56:14,2025-12-31 05:42:26,cleared,SUP-0211,True,on_time,16.77
SHP-001168,Eastoria,Highmere,road,2026-04-10 22:39:32,2026-04-11 00:22:08,rejected,SUP-0185,True,on_time,1.71
SHP-001169,Lowvale,Highmere,road,2026-02-20 13:02:27,2026-02-21 12:15:03,delayed,SUP-0231,False,late,23.21
SHP-001170,Eastoria,Westhaven,sea,2026-01-11 05:05:36,2026-01-11 21:42:48,cleared,SUP-0142,True,on_time,16.62
SHP-001171,Highmere,Rivermark,sea,2026-04-08 05:19:22,2026-04-09 08:21:46,delayed,SUP-0178,True,failed,27.04
SHP-001172,Rivermark,Highmere,air,2026-03-13 00:11:09,2026-03-14 03:48:21,delayed,SUP-0320,True,on_time,27.62
SHP-001173,Rivermark,Northland,sea,2026-04-15 03:20:15,2026-04-15 22:44:15,cleared,SUP-0304,True,on_time,19.4
SHP-001174,Northland,Southport,air,2026-02-28 09:29:49,2026-03-01 01:41:13,cleared,SUP-0146,True,on_time,16.19
SHP-001175,Eastoria,Southport,rail,2026-03-14 09:45:30,2026-03-17 20:01:06,cleared,SUP-0300,False,on_time,82.26
SHP-001176,Northland,Rivermark,road,2026-01-12 11:22:53,2026-01-12 20:32:29,cleared,SUP-0205,False,on_time,9.16
SHP-001177,Centralia,Southport,road,2025-12-08 00:59:51,2025-12-09 15:22:03,cleared,SUP-0166,True,on_time,38.37
SHP-001178,Westhaven,Southport,sea,2026-04-29 04:50:28,2026-04-29 15:25:16,cleared,SUP-0291,False,on_time,10.58
SHP-001179,Eastoria,Centralia,air,2025-12-26 05:09:55,2025-12-27 02:18:55,cleared,SUP-0161,True,on_time,21.15
SHP-001180,Highmere,Westhaven,rail,2026-01-15 01:07:13,2026-01-15 11:57:37,cleared,SUP-0287,True,on_time,10.84
SHP-001181,Southport,Westhaven,road,2026-01-01 16:39:37,2026-01-02 07:48:37,cleared,SUP-0192,True,on_time,15.15
SHP-001182,Centralia,Southport,sea,2026-01-27 14:20:22,2026-01-28 10:46:46,cleared,SUP-0266,True,on_time,20.44
SHP-001183,Northland,Southport,sea,2025-12-23 08:46:12,2025-12-24 08:27:00,cleared,SUP-0149,True,on_time,23.68
SHP-001184,Northland,Highmere,road,2026-01-16 05:10:51,2026-01-16 19:37:51,cleared,SUP-0105,True,on_time,14.45
SHP-001185,Rivermark,Highmere,road,2025-11-21 06:26:53,2025-11-22 04:02:17,cleared,SUP-0160,True,late,21.59
SHP-001186,Rivermark,Northland,air,2026-04-05 00:07:02,2026-04-05 05:44:14,cleared,SUP-0062,True,on_time,5.62
SHP-001187,Southport,Centralia,sea,2026-03-02 05:45:42,2026-03-03 01:54:42,delayed,SUP-0154,True,failed,20.15
SHP-001188,Westhaven,Rivermark,road,2025-12-13 02:25:52,2025-12-14 15:36:04,cleared,SUP-0337,True,on_time,37.17
SHP-001189,Northland,Lowvale,sea,2026-01-10 18:53:43,2026-01-11 14:43:31,cleared,SUP-0280,True,on_time,19.83
SHP-001190,Centralia,Westhaven,sea,2025-11-27 08:37:49,2025-11-28 07:41:25,cleared,SUP-0198,True,on_time,23.06
SHP-001191,Lowvale,Eastoria,sea,2025-11-29 02:37:17,2025-11-29 07:01:53,cleared,SUP-0006,True,on_time,4.41
SHP-001192,Rivermark,Southport,sea,2026-03-05 23:21:05,2026-03-06 21:12:41,cleared,SUP-0142,True,on_time,21.86
SHP-001193,Westhaven,Centralia,road,2026-01-14 05:58:02,2026-01-14 23:12:26,cleared,SUP-0078,True,on_time,17.24
SHP-001194,Highmere,Southport,sea,2026-04-02 22:42:45,2026-04-03 19:27:45,pending,SUP-0156,False,on_time,20.75
SHP-001195,Rivermark,Highmere,sea,2025-12-13 01:01:01,2025-12-13 12:52:01,cleared,SUP-0260,True,on_time,11.85
SHP-001196,Eastoria,Highmere,sea,2026-03-22 09:11:59,2026-03-22 23:44:23,cleared,SUP-0207,True,on_time,14.54
SHP-001197,Eastoria,Centralia,rail,2026-05-06 03:50:04,2026-05-06 20:08:04,cleared,SUP-0119,False,late,16.3
SHP-001198,Westhaven,Lowvale,rail,2026-04-13 16:46:39,2026-04-14 14:02:15,cleared,SUP-0216,False,on_time,21.26
SHP-001199,Centralia,Northland,sea,2026-02-21 20:10:20,2026-02-22 16:39:08,cleared,SUP-0324,True,late,20.48
SHP-001200,Highmere,Southport,rail,2025-12-08 10:36:18,2025-12-08 21:56:42,cleared,SUP-0103,True,on_time,11.34
SHP-001201,Centralia,Westhaven,road,2026-05-06 23:40:50,2026-05-07 17:45:02,pending,SUP-0099,True,on_time,18.07
SHP-001202,Southport,Northland,sea,2025-11-20 21:40:22,2025-11-21 17:18:10,cleared,SUP-0280,True,on_time,19.63
SHP-001203,Rivermark,Lowvale,sea,2026-03-09 23:50:42,2026-03-10 05:36:54,cleared,SUP-0317,True,late,5.77
SHP-001204,Southport,Rivermark,air,2026-01-12 17:37:45,2026-01-13 09:01:09,cleared,SUP-0265,True,on_time,15.39
SHP-001205,Westhaven,Northland,sea,2026-02-17 16:03:36,2026-02-18 05:29:24,delayed,SUP-0129,True,on_time,13.43
SHP-001206,Eastoria,Highmere,sea,2026-02-19 11:28:54,2026-02-21 15:09:42,cleared,SUP-0313,True,on_time,51.68
SHP-001207,Northland,Highmere,sea,2026-02-12 01:14:43,2026-02-12 22:45:19,delayed,SUP-0135,True,on_time,21.51
SHP-001208,Lowvale,Rivermark,air,2026-01-23 16:19:00,2026-01-24 01:00:24,cleared,SUP-0169,False,on_time,8.69
SHP-001209,Northland,Highmere,rail,2025-12-24 07:42:32,2025-12-24 10:23:20,cleared,SUP-0019,True,on_time,2.68
SHP-001210,Lowvale,Northland,rail,2025-11-28 11:56:41,2025-11-29 03:02:05,cleared,SUP-0067,True,on_time,15.09
SHP-001211,Northland,Westhaven,sea,2026-01-06 13:08:47,2026-01-06 19:19:35,cleared,SUP-0117,True,on_time,6.18
SHP-001212,Westhaven,Lowvale,road,2026-05-04 20:25:55,2026-05-05 17:13:19,cleared,SUP-0247,True,on_time,20.79
SHP-001213,Eastoria,Southport,air,2026-02-19 06:53:28,2026-02-19 17:42:40,cleared,SUP-0316,False,on_time,10.82
SHP-001214,Westhaven,Southport,sea,2025-12-10 16:11:47,2025-12-11 14:18:59,cleared,SUP-0117,True,on_time,22.12
SHP-001215,Northland,Lowvale,sea,2026-04-27 03:50:54,2026-04-29 04:39:30,cleared,SUP-0030,True,on_time,48.81
SHP-001216,Northland,Eastoria,rail,2025-12-01 05:02:03,2025-12-01 19:53:39,cleared,SUP-0204,True,on_time,14.86
SHP-001217,Southport,Eastoria,sea,2026-02-04 07:56:38,2026-02-05 06:31:26,cleared,SUP-0183,True,late,22.58
SHP-001218,Rivermark,Lowvale,road,2026-02-22 00:13:01,2026-02-22 22:52:01,pending,SUP-0126,True,on_time,22.65
SHP-001219,Southport,Lowvale,rail,2025-12-02 21:45:35,2025-12-03 19:28:11,cleared,SUP-0041,True,on_time,21.71
SHP-001220,Westhaven,Northland,sea,2026-03-10 13:37:31,2026-03-11 03:20:43,pending,SUP-0073,True,on_time,13.72
SHP-001221,Rivermark,Northland,air,2026-03-20 17:56:29,2026-03-21 05:22:53,pending,SUP-0139,True,on_time,11.44
SHP-001222,Southport,Centralia,sea,2026-03-31 19:36:20,2026-04-01 16:15:56,pending,SUP-0197,True,on_time,20.66
SHP-001223,Lowvale,Northland,road,2025-11-28 22:20:54,2025-11-29 09:15:30,cleared,SUP-0179,False,late,10.91
SHP-001224,Highmere,Rivermark,road,2025-12-17 23:36:39,2025-12-19 21:24:03,cleared,SUP-0015,True,late,45.79
SHP-001225,Lowvale,Highmere,road,2025-12-17 11:49:23,2025-12-19 06:37:23,pending,SUP-0284,True,on_time,42.8
SHP-001226,Centralia,Westhaven,sea,2026-04-25 00:42:28,2026-04-26 23:13:40,cleared,SUP-0266,True,failed,46.52
SHP-001227,Rivermark,Southport,rail,2026-03-07 19:32:04,2026-03-08 17:48:16,cleared,SUP-0350,False,on_time,22.27
SHP-001228,Westhaven,Highmere,sea,2026-01-16 12:29:17,2026-01-16 20:17:17,cleared,SUP-0186,True,on_time,7.8
SHP-001229,Northland,Westhaven,road,2025-12-05 01:29:01,2025-12-05 15:33:13,pending,SUP-0228,True,on_time,14.07
SHP-001230,Rivermark,Highmere,road,2026-01-05 17:09:56,2026-01-06 02:24:56,cleared,SUP-0030,True,on_time,9.25
SHP-001231,Highmere,Eastoria,road,2025-12-11 12:32:10,2025-12-14 09:44:10,cleared,SUP-0254,True,on_time,69.2
SHP-001232,Eastoria,Southport,air,2026-03-06 21:19:14,2026-03-08 13:06:02,cleared,SUP-0260,True,on_time,39.78
SHP-001233,Northland,Lowvale,rail,2026-04-15 23:04:35,2026-04-16 05:18:59,rejected,SUP-0009,True,late,6.24
SHP-001234,Highmere,Southport,sea,2026-02-07 08:01:24,2026-02-07 10:03:12,cleared,SUP-0228,True,on_time,2.03
SHP-001235,Westhaven,Rivermark,road,2026-03-16 06:09:25,2026-03-16 15:41:49,cleared,SUP-0219,True,on_time,9.54
SHP-001236,Highmere,Westhaven,rail,2026-03-14 06:39:51,2026-03-14 15:57:15,cleared,SUP-0151,True,on_time,9.29
SHP-001237,Northland,Highmere,air,2026-04-21 01:37:52,2026-04-21 06:04:52,cleared,SUP-0161,True,late,4.45
SHP-001238,Highmere,Centralia,air,2026-03-18 14:33:01,2026-03-19 23:42:01,cleared,SUP-0196,True,on_time,33.15
SHP-001239,Southport,Highmere,road,2026-01-01 08:17:24,2026-01-05 07:55:12,cleared,SUP-0281,True,on_time,95.63
SHP-001240,Southport,Northland,road,2026-04-18 03:30:21,2026-04-19 16:12:57,cleared,SUP-0267,True,on_time,36.71
SHP-001241,Centralia,Rivermark,road,2026-02-27 23:52:35,2026-03-01 07:50:11,cleared,SUP-0234,True,failed,31.96
SHP-001242,Westhaven,Centralia,sea,2026-01-31 09:12:07,2026-02-01 08:13:19,cleared,SUP-0259,True,on_time,23.02
